id,trial,answer,pred,response
KIIP_economy_52,0,D,D,D
KIIP_economy_52,1,D,D,D
KIIP_economy_52,2,D,D,D
KIIP_economy_53,0,B,B,B
KIIP_economy_53,1,B,B,B
KIIP_economy_53,2,B,B,B
KIIP_economy_54,0,B,B,B
KIIP_economy_54,1,B,B,B
KIIP_economy_54,2,B,B,B
KIIP_economy_55,0,B,B,B
KIIP_economy_55,1,B,B,B
KIIP_economy_55,2,B,B,B
KIIP_economy_56,0,A,A,A
KIIP_economy_56,1,A,A,A
KIIP_economy_56,2,A,A,A
KIIP_economy_57,0,B,B,B
KIIP_economy_57,1,B,B,B
KIIP_economy_57,2,B,B,B
Kedu_economy_1,0,C,C,C
Kedu_economy_1,1,C,C,C
Kedu_economy_1,2,C,C,C
Kedu_economy_2,0,D,D,D
Kedu_economy_2,1,D,D,D
Kedu_economy_2,2,D,D,D
CSAT_geography_06_2,0,E,E,E
CSAT_geography_06_2,1,E,,정답 (Answer): E
CSAT_geography_06_2,2,E,E,E
CSAT_geography_07_2,0,B,D,D
CSAT_geography_07_2,1,B,E,E
CSAT_geography_07_2,2,B,D,D
CSAT_geography_07_3,0,E,E,E
CSAT_geography_07_3,1,E,E,E
CSAT_geography_07_3,2,E,E,E
CSAT_geography_07_4,0,B,E,E
CSAT_geography_07_4,1,B,C,C
CSAT_geography_07_4,2,B,E,E
CSAT_geography_07_5,0,B,B,B
CSAT_geography_07_5,1,B,C,C
CSAT_geography_07_5,2,B,C,C
CSAT_geography_07_6,0,E,C,C
CSAT_geography_07_6,1,E,C,C
CSAT_geography_07_6,2,E,C,C
CSAT_geography_09_2,0,D,B,B
CSAT_geography_09_2,1,D,B,B
CSAT_geography_09_2,2,D,B,B
CSAT_geography_09_3,0,B,B,B
CSAT_geography_09_3,1,B,B,B
CSAT_geography_09_3,2,B,B,B
CSAT_geography_09_4,0,D,D,D
CSAT_geography_09_4,1,D,D,D
CSAT_geography_09_4,2,D,D,D
CSAT_geography_09_5,0,D,B,B
CSAT_geography_09_5,1,D,D,D
CSAT_geography_09_5,2,D,B,B
CSAT_geography_10_2,0,A,A,A
CSAT_geography_10_2,1,A,A,A
CSAT_geography_10_2,2,A,A,A
CSAT_geography_10_3,0,B,E,E
CSAT_geography_10_3,1,B,,정답 (Answer): D
CSAT_geography_10_3,2,B,E,E
CSAT_geography_10_4,0,D,D,D
CSAT_geography_10_4,1,D,D,D
CSAT_geography_10_4,2,D,D,D
CSAT_geography_11_2,0,D,B,B
CSAT_geography_11_2,1,D,B,B
CSAT_geography_11_2,2,D,B,B
CSAT_geography_11_3,0,A,E,E
CSAT_geography_11_3,1,A,E,E
CSAT_geography_11_3,2,A,E,E
CSAT_geography_12_2,0,D,D,D
CSAT_geography_12_2,1,D,D,D
CSAT_geography_12_2,2,D,D,D
CSAT_geography_13_2,0,A,C,C
CSAT_geography_13_2,1,A,C,C
CSAT_geography_13_2,2,A,C,C
CSAT_geography_15_2,0,B,D,D
CSAT_geography_15_2,1,B,D,D
CSAT_geography_15_2,2,B,D,D
CSAT_geography_16_2,0,A,A,A
CSAT_geography_16_2,1,A,A,A
CSAT_geography_16_2,2,A,A,A
CSAT_geography_16_3,0,D,C,C
CSAT_geography_16_3,1,D,C,C
CSAT_geography_16_3,2,D,C,C
CSAT_geography_17_2,0,A,B,B
CSAT_geography_17_2,1,A,B,B
CSAT_geography_17_2,2,A,B,B
CSAT_geography_17_3,0,C,B,B
CSAT_geography_17_3,1,C,D,D
CSAT_geography_17_3,2,C,D,D
CSAT_geography_18_2,0,C,E,E
CSAT_geography_18_2,1,C,E,E
CSAT_geography_18_2,2,C,E,E
CSAT_geography_19_2,0,A,B,B
CSAT_geography_19_2,1,A,B,B
CSAT_geography_19_2,2,A,B,B
CSAT_geography_19_3,0,C,C,C
CSAT_geography_19_3,1,C,C,C
CSAT_geography_19_3,2,C,C,C
CSAT_geography_20_2,0,D,D,D
CSAT_geography_20_2,1,D,D,D
CSAT_geography_20_2,2,D,D,D
CSAT_geography_21_2,0,B,B,B
CSAT_geography_21_2,1,B,B,B
CSAT_geography_21_2,2,B,B,B
CSAT_geography_22_2,0,D,,정답은 B: 을 입니다.
CSAT_geography_22_2,1,D,,"정답은 D: 정 입니다.

설명:
- (가)는 독도로, 동해에 위치한 섬이며 동도와 서도 및 89개의 부속 도서로 이루어져 있습니다.
- (나)는 마라도로, 제주도 모술포항에서 남쪽으로 약 11Km 떨어진 섬이며 국토 최남단 표지석이 있습니다.
- (다)는 이어도로, 최고 지점이 해수면 4.6m 아래에 잠긴 수중 암초이며 2003년에 우리나라의 종합 해양 과학기지가 설립되었습니다.
- (라)는 울릉도로, 주요 관광지로 해안 경관이 뛰어난 두무진이 있습니다.

갑의 주장은 (나) 마라도가 가장 저위도에 위치한다는 것은 사실이지만, 이는 자료의 내용과 직접적인 관련이 없습니다.
을의 주장은 (다) 이어도가 천연 보호 구역으로 지정되었다는 것은 자료에 나와 있지 않습니다.
병의 주장은 (라) 울릉도가 독도보다 우리나라 표준 경선과의 최단 거리가 가까운 것은 사실이 아닙니다.
무의 주장은 (가) 독도와 (라) 울릉도 간의 직선 거리와 (나) 마라도와 (다) 이어도 간의 직선 거리에 대한 비교는 자료에 나와 있지 않습니다.

정의 주장은 (가) 독도와 (나) 마라도가 영해 설정에 통상 기선을 적용한다는 것은 영해 설정에 관한 일반적인 규칙을 반영한 것으로, 올바른 해석입니다. 따라서 정이 옳은 학생입니다."
CSAT_geography_22_2,2,D,,정답 (Answer): B
CSAT_geography_22_3,0,C,C,C
CSAT_geography_22_3,1,C,C,C
CSAT_geography_22_3,2,C,C,C
CSAT_geography_22_4,0,C,C,C
CSAT_geography_22_4,1,C,C,C
CSAT_geography_22_4,2,C,C,C
KIIP_geography_1,0,C,C,C
KIIP_geography_1,1,C,C,C
KIIP_geography_1,2,C,C,C
KIIP_geography_2,0,B,C,C
KIIP_geography_2,1,B,C,C
KIIP_geography_2,2,B,C,C
KIIP_geography_3,0,B,B,B
KIIP_geography_3,1,B,B,B
KIIP_geography_3,2,B,B,B
KIIP_geography_4,0,D,D,D
KIIP_geography_4,1,D,D,D
KIIP_geography_4,2,D,D,D
KIIP_geography_5,0,C,C,C
KIIP_geography_5,1,C,C,C
KIIP_geography_5,2,C,C,C
KIIP_geography_6,0,D,D,D
KIIP_geography_6,1,D,D,D
KIIP_geography_6,2,D,D,D: 낙엽
KIIP_geography_7,0,C,C,C
KIIP_geography_7,1,C,C,C
KIIP_geography_7,2,C,C,C
KIIP_geography_8,0,B,B,B
KIIP_geography_8,1,B,B,B
KIIP_geography_8,2,B,B,B
KIIP_geography_9,0,C,C,C
KIIP_geography_9,1,C,C,C
KIIP_geography_9,2,C,C,C
KIIP_geography_10,0,A,A,A
KIIP_geography_10,1,A,A,A
KIIP_geography_10,2,A,A,A
KIIP_geography_11,0,B,B,B
KIIP_geography_11,1,B,B,B
KIIP_geography_11,2,B,B,B
KIIP_geography_12,0,B,B,B
KIIP_geography_12,1,B,B,B
KIIP_geography_12,2,B,B,B
KIIP_geography_13,0,A,A,A
KIIP_geography_13,1,A,A,A
KIIP_geography_13,2,A,A,A
KIIP_geography_14,0,A,A,A
KIIP_geography_14,1,A,A,A
KIIP_geography_14,2,A,A,A
KIIP_geography_15,0,B,B,B
KIIP_geography_15,1,B,B,B
KIIP_geography_15,2,B,B,B
KIIP_geography_16,0,B,B,B
KIIP_geography_16,1,B,B,B
KIIP_geography_16,2,B,B,B
KIIP_geography_17,0,A,A,A
KIIP_geography_17,1,A,A,A
KIIP_geography_17,2,A,A,A
KIIP_geography_18,0,A,A,A
KIIP_geography_18,1,A,A,A
KIIP_geography_18,2,A,A,A
KIIP_geography_19,0,D,D,D
KIIP_geography_19,1,D,D,D
KIIP_geography_19,2,D,D,D
KIIP_geography_20,0,A,A,A
KIIP_geography_20,1,A,A,A
KIIP_geography_20,2,A,A,A
KIIP_geography_21,0,A,A,A
KIIP_geography_21,1,A,A,A
KIIP_geography_21,2,A,A,A
KIIP_geography_22,0,A,A,A
KIIP_geography_22,1,A,A,A
KIIP_geography_22,2,A,A,A
KIIP_geography_23,0,A,A,A
KIIP_geography_23,1,A,A,A
KIIP_geography_23,2,A,A,A
KIIP_geography_24,0,B,B,B
KIIP_geography_24,1,B,B,B
KIIP_geography_24,2,B,B,B
KIIP_geography_25,0,C,C,C
KIIP_geography_25,1,C,C,C
KIIP_geography_25,2,C,C,C
KIIP_geography_26,0,D,D,D
KIIP_geography_26,1,D,D,D: 1014만 명
KIIP_geography_26,2,D,D,D: 1014만 명
KIIP_geography_27,0,A,B,"B: 동대문 시장, 가락시장"
KIIP_geography_27,1,A,B,"B: 동대문 시장, 가락시장"
KIIP_geography_27,2,A,B,B
KIIP_geography_28,0,D,D,D
KIIP_geography_28,1,D,D,D
KIIP_geography_28,2,D,D,D
KIIP_geography_29,0,A,A,A
KIIP_geography_29,1,A,A,A
KIIP_geography_29,2,A,A,A
KIIP_geography_30,0,D,D,D
KIIP_geography_30,1,D,D,D
KIIP_geography_30,2,D,D,D
KIIP_geography_31,0,A,A,A
KIIP_geography_31,1,A,A,A
KIIP_geography_31,2,A,A,A
KIIP_geography_32,0,A,A,A
KIIP_geography_32,1,A,A,A
KIIP_geography_32,2,A,A,A
KIIP_geography_33,0,A,A,A
KIIP_geography_33,1,A,A,A
KIIP_geography_33,2,A,A,A
KIIP_geography_34,0,A,C,C
KIIP_geography_34,1,A,A,A
KIIP_geography_34,2,A,C,C
KIIP_geography_35,0,C,C,C
KIIP_geography_35,1,C,C,C
KIIP_geography_35,2,C,C,C
KIIP_geography_36,0,C,C,C
KIIP_geography_36,1,C,C,C
KIIP_geography_36,2,C,C,C
KIIP_geography_37,0,D,D,D
KIIP_geography_37,1,D,D,D
KIIP_geography_37,2,D,D,D
KIIP_geography_38,0,B,B,B
KIIP_geography_38,1,B,B,B
KIIP_geography_38,2,B,B,B
KIIP_geography_39,0,B,B,B
KIIP_geography_39,1,B,B,B
KIIP_geography_39,2,B,B,B
KIIP_geography_40,0,B,B,B
KIIP_geography_40,1,B,B,B
KIIP_geography_40,2,B,B,B
KIIP_geography_41,0,B,B,B
KIIP_geography_41,1,B,B,B
KIIP_geography_41,2,B,B,B
KIIP_geography_42,0,B,B,B
KIIP_geography_42,1,B,B,B
KIIP_geography_42,2,B,B,B
KIIP_geography_43,0,A,A,A
KIIP_geography_43,1,A,A,A
KIIP_geography_43,2,A,A,A
KIIP_geography_44,0,A,A,A
KIIP_geography_44,1,A,A,A
KIIP_geography_44,2,A,A,A
KIIP_geography_45,0,A,A,A
KIIP_geography_45,1,A,A,A
KIIP_geography_45,2,A,A,A
KIIP_geography_46,0,A,A,A: 세계과학엑스포
KIIP_geography_46,1,A,A,A
KIIP_geography_46,2,A,A,A
KIIP_geography_47,0,C,C,C
KIIP_geography_47,1,C,C,C
KIIP_geography_47,2,C,C,C
KIIP_geography_48,0,C,C,C
KIIP_geography_48,1,C,C,C
KIIP_geography_48,2,C,C,C
KIIP_geography_49,0,C,C,C
KIIP_geography_49,1,C,C,C
KIIP_geography_49,2,C,C,C
KIIP_geography_50,0,A,A,A: 전라남도
KIIP_geography_50,1,A,A,A: 전라남도
KIIP_geography_50,2,A,A,A: 전라남도
KIIP_geography_51,0,B,B,B
KIIP_geography_51,1,B,B,B
KIIP_geography_51,2,B,B,B
KIIP_geography_52,0,A,A,"A: 배, 포도, 사과"
KIIP_geography_52,1,A,A,"A: 배, 포도, 사과"
KIIP_geography_52,2,A,A,"A: 배, 포도, 사과"
KIIP_geography_53,0,C,C,C
KIIP_geography_53,1,C,C,C
KIIP_geography_53,2,C,C,C
KIIP_geography_54,0,B,B,B
KIIP_geography_54,1,B,B,B: 과학 산업단지
KIIP_geography_54,2,B,B,B
KIIP_geography_55,0,D,D,D
KIIP_geography_55,1,D,D,D
KIIP_geography_55,2,D,D,D
KIIP_geography_56,0,B,B,B
KIIP_geography_56,1,B,B,B
KIIP_geography_56,2,B,B,B
KIIP_geography_57,0,B,B,B
KIIP_geography_57,1,B,B,B
KIIP_geography_57,2,B,B,B
KIIP_geography_58,0,D,C,C
KIIP_geography_58,1,D,C,C
KIIP_geography_58,2,D,C,C
KIIP_geography_59,0,A,A,A
KIIP_geography_59,1,A,A,A
KIIP_geography_59,2,A,A,A
KIIP_geography_60,0,A,A,A
KIIP_geography_60,1,A,A,A
KIIP_geography_60,2,A,A,A
KIIP_geography_61,0,A,A,A
KIIP_geography_61,1,A,A,A
KIIP_geography_61,2,A,A,A
KIIP_geography_62,0,C,C,C
KIIP_geography_62,1,C,C,C
KIIP_geography_62,2,C,C,C
KIIP_geography_63,0,D,D,D
KIIP_geography_63,1,D,D,D
KIIP_geography_63,2,D,D,D
KIIP_geography_64,0,A,C,C
KIIP_geography_64,1,A,C,C
KIIP_geography_64,2,A,C,C
KIIP_geography_65,0,B,B,B
KIIP_geography_65,1,B,B,B: 세계육상선수권대회
KIIP_geography_65,2,B,B,B
KIIP_geography_66,0,B,B,B
KIIP_geography_66,1,B,B,B
KIIP_geography_66,2,B,B,B
KIIP_geography_67,0,D,D,D
KIIP_geography_67,1,D,D,D
KIIP_geography_67,2,D,D,D
KIIP_geography_68,0,C,C,C
KIIP_geography_68,1,C,C,C
KIIP_geography_68,2,C,C,C
KIIP_geography_69,0,A,A,A
KIIP_geography_69,1,A,A,A
KIIP_geography_69,2,A,A,A
KIIP_geography_70,0,D,D,D: 남산
KIIP_geography_70,1,D,D,D: 남산
KIIP_geography_70,2,D,D,D: 남산
KIIP_geography_71,0,C,C,C
KIIP_geography_71,1,C,C,C
KIIP_geography_71,2,C,C,C
KIIP_geography_72,0,A,A,A
KIIP_geography_72,1,A,A,A
KIIP_geography_72,2,A,A,A
KIIP_geography_73,0,A,A,A: 자동차와 제철
KIIP_geography_73,1,A,A,A
KIIP_geography_73,2,A,A,A
KIIP_geography_74,0,D,B,B
KIIP_geography_74,1,D,B,B
KIIP_geography_74,2,D,B,B
KIIP_geography_75,0,C,C,C
KIIP_geography_75,1,C,C,C
KIIP_geography_75,2,C,C,C
KIIP_geography_76,0,D,D,D
KIIP_geography_76,1,D,D,D
KIIP_geography_76,2,D,D,D
KIIP_geography_77,0,A,A,A
KIIP_geography_77,1,A,A,A
KIIP_geography_77,2,A,A,A
KIIP_geography_78,0,A,D,D
KIIP_geography_78,1,A,D,D
KIIP_geography_78,2,A,D,D
KIIP_geography_79,0,C,C,C
KIIP_geography_79,1,C,C,C
KIIP_geography_79,2,C,C,C
KIIP_geography_80,0,A,A,A
KIIP_geography_80,1,A,A,A
KIIP_geography_80,2,A,A,A
KIIP_geography_81,0,C,C,C
KIIP_geography_81,1,C,C,C
KIIP_geography_81,2,C,C,C
KIIP_geography_82,0,C,C,C
KIIP_geography_82,1,C,C,C
KIIP_geography_82,2,C,C,C
KIIP_geography_83,0,C,C,C
KIIP_geography_83,1,C,C,C
KIIP_geography_83,2,C,C,C
KIIP_geography_84,0,D,D,D
KIIP_geography_84,1,D,D,D
KIIP_geography_84,2,D,D,D
KIIP_geography_85,0,A,A,A
KIIP_geography_85,1,A,A,A
KIIP_geography_85,2,A,A,A
KIIP_geography_86,0,B,B,B
KIIP_geography_86,1,B,B,B
KIIP_geography_86,2,B,B,B
KIIP_geography_87,0,A,A,A
KIIP_geography_87,1,A,A,A
KIIP_geography_87,2,A,A,A
KIIP_geography_88,0,A,A,A
KIIP_geography_88,1,A,A,A
KIIP_geography_88,2,A,A,A
KIIP_geography_89,0,A,A,A
KIIP_geography_89,1,A,A,A
KIIP_geography_89,2,A,A,A
KIIP_geography_90,0,A,A,A: 오징어 축제
KIIP_geography_90,1,A,A,A: 오징어 축제
KIIP_geography_90,2,A,A,A: 오징어 축제
KIIP_geography_91,0,A,A,A
KIIP_geography_91,1,A,A,A
KIIP_geography_91,2,A,A,A
KIIP_geography_92,0,C,C,C
KIIP_geography_92,1,C,C,C
KIIP_geography_92,2,C,C,C
Kedu_geography_1,0,B,B,B
Kedu_geography_1,1,B,B,B
Kedu_geography_1,2,B,B,B
Kedu_geography_2,0,C,C,C
Kedu_geography_2,1,C,C,C
Kedu_geography_2,2,C,C,C
Kedu_geography_3,0,C,C,C
Kedu_geography_3,1,C,C,C
Kedu_geography_3,2,C,C,C: 전주 - 별신굿 탈놀이
Kedu_geography_4,0,C,C,C
Kedu_geography_4,1,C,C,C
Kedu_geography_4,2,C,C,C
Kedu_geography_5,0,C,D,D
Kedu_geography_5,1,C,D,D
Kedu_geography_5,2,C,D,D
Kedu_geography_6,0,D,C,C
Kedu_geography_6,1,D,C,C
Kedu_geography_6,2,D,C,C
Kedu_geography_7,0,A,A,A
Kedu_geography_7,1,A,A,A
Kedu_geography_7,2,A,A,A
Kedu_geography_8,0,C,C,C
Kedu_geography_8,1,C,C,C
Kedu_geography_8,2,C,C,C
Kedu_geography_9,0,B,B,B
Kedu_geography_9,1,B,B,B
Kedu_geography_9,2,B,B,B
KHB_66_1,0,D,D,D: 지배층의 무덤으로 고인돌을 만들었다.
KHB_66_1,1,D,D,D
KHB_66_1,2,D,D,D
KHB_66_2,0,A,B,B: 부여
KHB_66_2,1,A,B,B: 부여
KHB_66_2,2,A,B,B
KHB_66_3,0,C,B,B: 22담로를 설치하다
KHB_66_3,1,C,,정답 (Answer): A: 사비로 천도하다
KHB_66_3,2,C,B,B: 22담로를 설치하다
KHB_66_4,0,B,B,B
KHB_66_4,1,B,B,B
KHB_66_4,2,B,B,B
KHB_66_5,0,A,A,A
KHB_66_5,1,A,A,A
KHB_66_5,2,A,A,A
KHB_66_6,0,A,A,A: 분황사 모전 석탑
KHB_66_6,1,A,A,A: 분황사 모전 석탑
KHB_66_6,2,A,A,A: 분황사 모전 석탑
KHB_66_7,0,D,D,D
KHB_66_7,1,D,D,D
KHB_66_7,2,D,D,D
KHB_66_8,0,D,D,D
KHB_66_8,1,D,D,D
KHB_66_8,2,D,D,D
KHB_66_9,0,A,,정답 (Answer): B: 금관총 금관
KHB_66_9,1,A,C,C: 금동 대향로
KHB_66_9,2,A,,정답 (Answer): B: 금관총 금관
KHB_66_10,0,D,,정답: C
KHB_66_10,1,D,,정답: B
KHB_66_10,2,D,,정답: B
KHB_66_11,0,B,B,B: 윤관이 별무반 설치를 건의하였다.
KHB_66_11,1,B,B,B: 윤관이 별무반 설치를 건의하였다.
KHB_66_11,2,B,B,B: 윤관이 별무반 설치를 건의하였다.
KHB_66_12,0,D,D,D: 해동통보
KHB_66_12,1,D,D,D: 해동통보
KHB_66_12,2,D,D,D: 해동통보
KHB_66_13,0,C,B,B
KHB_66_13,1,C,B,B
KHB_66_13,2,C,B,B: 팔만대장경판
KHB_66_14,0,A,C,C
KHB_66_14,1,A,C,C
KHB_66_14,2,A,C,C
KHB_66_15,0,C,B,B
KHB_66_15,1,C,B,B
KHB_66_15,2,C,B,B
KHB_66_16,0,C,,정답 (Answer): B
KHB_66_16,1,C,,정답 (Answer): B
KHB_66_16,2,C,B,B
KHB_66_17,0,B,D,D
KHB_66_17,1,B,D,D
KHB_66_17,2,B,D,D
KHB_66_18,0,A,A,A: 태종
KHB_66_18,1,A,A,A: 태종
KHB_66_18,2,A,A,A: 태종
KHB_66_19,0,B,B,B: 대동법
KHB_66_19,1,B,B,B: 대동법
KHB_66_19,2,B,B,B: 대동법
KHB_66_20,0,B,D,D
KHB_66_20,1,B,D,D
KHB_66_20,2,B,D,D
KHB_66_21,0,D,,정답 (Answer): B
KHB_66_21,1,D,,정답 (Answer): B
KHB_66_21,2,D,,정답 (Answer): B
KHB_66_22,0,B,C,C: 병인박해
KHB_66_22,1,B,C,C
KHB_66_22,2,B,C,C
KHB_66_23,0,D,C,C: 인왕제색도
KHB_66_23,1,D,C,C: 인왕제색도
KHB_66_23,2,D,C,C: 인왕제색도
KHB_66_24,0,C,C,C
KHB_66_24,1,C,C,C
KHB_66_24,2,C,C,C
KHB_66_25,0,C,D,D: 훈민정음을 창제하였다.
KHB_66_25,1,C,D,D
KHB_66_25,2,C,D,D
KHB_66_26,0,A,C,C
KHB_66_26,1,A,C,C
KHB_66_26,2,A,C,C
KHB_66_27,0,C,A,A: 운요호 사건
KHB_66_27,1,C,A,A: 운요호 사건
KHB_66_27,2,C,A,A: 운요호 사건
KHB_66_28,0,C,C,C: 임오군란
KHB_66_28,1,C,C,C: 임오군란
KHB_66_28,2,C,C,C: 임오군란
KHB_66_29,0,B,B,B
KHB_66_29,1,B,B,B
KHB_66_29,2,B,B,B
KHB_66_30,0,B,C,C
KHB_66_30,1,B,C,C
KHB_66_30,2,B,C,C: 산미 증식 계획을 실시하였다.
KHB_66_31,0,D,,정답 (Answer): C: 신익희
KHB_66_31,1,D,D,D: 양기탁
KHB_66_31,2,D,,정답 (Answer): C: 신익희
KHB_66_32,0,C,C,C: 경부선 철도 개통식에 참석하는 관리
KHB_66_32,1,C,C,C: 경부선 철도 개통식에 참석하는 관리
KHB_66_32,2,C,C,C: 경부선 철도 개통식에 참석하는 관리
KHB_66_33,0,B,B,B: 청산리 전투
KHB_66_33,1,B,B,B: 청산리 전투
KHB_66_33,2,B,B,B: 청산리 전투
KHB_66_34,0,D,A,A
KHB_66_34,1,D,B,B
KHB_66_34,2,D,B,B
KHB_66_35,0,A,A,A
KHB_66_35,1,A,A,A
KHB_66_35,2,A,A,A
KHB_66_36,0,A,D,D
KHB_66_36,1,A,D,D
KHB_66_36,2,A,D,D: 군국기무처가 설치되었다.
KHB_66_37,0,D,D,D
KHB_66_37,1,D,D,D
KHB_66_37,2,D,D,D
KHB_66_38,0,A,A,A: 근우회
KHB_66_38,1,A,A,A: 근우회
KHB_66_38,2,A,A,A: 근우회
